"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"amiC_1","","N-acetylmuramoyl-L-alanine amidase AmiC","19","150","0","107","100.0","41.63424124513619","inf","9.540379348628138e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"ileS","","Isoleucine--tRNA ligase","0","107","19","150","0.0","58.36575875486382","0.0","9.540379348628138e-05","1.0","0.0277661614956694","3","0","3","0.25","0.25"
"pqqC","","putative oxidoreductase CT_610","0","107","19","150","0.0","58.36575875486382","0.0","9.540379348628138e-05","1.0","0.0277661614956694","4","0","4","0.125","0.125"
"yggS","","Pyridoxal phosphate homeostasis protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"lptA","","Lipopolysaccharide export system protein LptA","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"phoU","","Phosphate-specific transport system accessory protein PhoU ","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_1066","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_1101","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"cvpA","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"serC","","Phosphoserine aminotransferase","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"hfq","","RNA-binding protein Hfq","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ibpA_2","","Small heat shock protein IbpA","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rsmB_1","","Ribosomal RNA small subunit methyltransferase B","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rimI","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"glnB","","Nitrogen regulatory protein P-II","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"etfB","","Electron transfer flavoprotein subunit beta","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_688","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"clpS","","ATP-dependent Clp protease adapter protein ClpS","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"lexA","","LexA repressor","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_777","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_824","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"pgi","","Glucose-6-phosphate isomerase","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"lptG","","hypothetical protein","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"hflX","","GTPase HflX","19","151","0","106","100.0","41.245136186770424","inf","9.790982724933e-05","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_1145","","hypothetical protein","0","106","19","151","0.0","58.754863813229576","0.0","9.790982724933e-05","1.0","0.0277661614956694","2","0","2","0.5","0.5"
"group_2881","","hypothetical protein","0","106","19","151","0.0","58.754863813229576","0.0","9.790982724933e-05","1.0","0.0277661614956694","9","0","9","0.00390625","0.00390625"
"group_3122","aroB","hypothetical protein","0","106","19","151","0.0","58.754863813229576","0.0","9.790982724933e-05","1.0","0.0277661614956694","5","0","5","0.0625","0.0625"
"proX","","Prolyl-tRNA editing protein ProX","13","61","6","196","68.42105263157895","76.26459143968872","6.961748633879782","0.00010109616381550137","1.0","0.0277661614956694","13","9","5","0.26684570312499983","0.5810546875"
"tatB","","Sec-independent protein translocase protein TatB","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rdgB","","dITP/XTP pyrophosphatase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"sufC","","putative ATP-dependent transporter SufC","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"atpI","","hypothetical protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"accD","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"purS","","Phosphoribosylformylglycinamidine synthase subunit PurS","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ahcY","","Adenosylhomocysteinase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"egtA","","Glutamate--cysteine ligase EgtA","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"cobT","","Aerobic cobaltochelatase subunit CobT","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"sufB","","FeS cluster assembly protein SufB","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"accA","","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"cobS","","Aerobic cobaltochelatase subunit CobS","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"gcvT","","Aminomethyltransferase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rpmD","","50S ribosomal protein L30","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"secE","","Protein translocase subunit SecE","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"mltB","","Tn3 family transposase TnXax1","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"dmlR_2","","HTH-type transcriptional regulator DmlR","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"aroB","","3-dehydroquinate synthase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_353","","hypothetical protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"fur","","Ferric uptake regulation protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"rluB","","hypothetical protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"dxs_1","","1-deoxy-D-xylulose-5-phosphate synthase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"pdxA","","4-hydroxythreonine-4-phosphate dehydrogenase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"etfA","","Electron transfer flavoprotein subunit alpha","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"paaD","","hypothetical protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"accB","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"alr","","Alanine racemase, biosynthetic","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"argH","","Argininosuccinate lyase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"gloB_2","","Hydroxyacylglutathione hydrolase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"group_810","","hypothetical protein","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ybgC","","Acyl-CoA thioesterase YbgC","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"dld","","putative FAD-linked oxidoreductase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"group_951","","Electron transfer flavoprotein-ubiquinone oxidoreductase","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"lptD","","LPS-assembly protein LptD","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ilvI","","Acetolactate synthase isozyme 3 large subunit","19","152","0","105","100.0","40.856031128404666","inf","0.00010191762760186251","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"hscB","","Co-chaperone protein HscB ","0","105","19","152","0.0","59.143968871595334","0.0","0.00010191762760186251","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4669","","hypothetical protein","0","105","19","152","0.0","59.143968871595334","0.0","0.00010191762760186251","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4670","","hypothetical protein","0","105","19","152","0.0","59.143968871595334","0.0","0.00010191762760186251","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_5068","","hypothetical protein","0","105","19","152","0.0","59.143968871595334","0.0","0.00010191762760186251","1.0","0.0277661614956694","1","0","1","1.0","1.0"
"group_4564","","hypothetical protein","7","13","12","244","36.84210526315789","94.94163424124513","10.948717948717949","0.00010295418274089944","1.0","0.0277661614956694","9","6","5","0.5078125","1.0"
"nqrF","","hypothetical protein","15","85","4","172","78.94736842105263","66.9260700389105","7.588235294117647","0.00010673666364666269","1.0","0.0277661614956694","13","10","3","0.09228515625000003","0.09228515625000003"
"zntB","","Zinc transport protein ZntB","15","85","4","172","78.94736842105263","66.9260700389105","7.588235294117647","0.00010673666364666269","1.0","0.0277661614956694","17","13","4","0.049041748046874986","0.049041748046874986"
"yfiH","","Polyphenol oxidase","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","2","2","0","0.5","0.5"
"rimP","","Ribosome maturation factor RimP","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"nadD","","nicotinate-nucleotide adenylyltransferase","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","3","3","0","0.25","0.25"
"mltG","","Endolytic murein transglycosylase","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"recN","","DNA repair protein RecN","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ilvC","","Ketol-acid reductoisomerase (NADP(+))","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"mscS","","hypothetical protein","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"ppiB","","hypothetical protein","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"gppA_1","","Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
"hemW","","Heme chaperone HemW","19","153","0","104","100.0","40.46692607003891","inf","0.00010745296792876959","1.0","0.0277661614956694","1","1","0","1.0","1.0"
